Project_ID,Project_Name,Asset_Class,Country,Development_Stage,Solar_Capacity_MW,BESS_Power_MW,BESS_Energy_MWh,Cost_Profile_Label,Cost_Line_ID,Cost_Category,Cost_Group,Cost_Description,Vendor,One_Off_or_Recurring,Period,Currency,Amount_USD_mn,Total_Project_Cost_USD_mn,Cost_per_Solar_MW_USD_mn,Cost_as_pct_Total,Controllable_Flag,Duplicate_Group_ID,Potential_Duplicate_Flag,Expected_Optimization_Flag,Synthetic_Flag
COST_SOL_006,Desert Pearl,Solar PV,UAE,Operating,400,0,0,Low-cost utility solar,COST_SOL_006-C014,Financing fees,Financing,Financing fees,Vendor_2,One-off,Development / Construction,USD,6.01,253.69,0.015,2.37,Yes,,No,No,Yes
COST_SOL_006,Desert Pearl,Solar PV,UAE,Operating,400,0,0,Low-cost utility solar,COST_SOL_006-C015,EPC contingency,Contingency,EPC contingency,Vendor_3,One-off,Development / Construction,USD,13.99,253.69,0.035,5.51,Yes,,No,No,Yes
COST_SOL_006,Desert Pearl,Solar PV,UAE,Operating,400,0,0,Low-cost utility solar,COST_SOL_006-C016,O&M mobilisation,Operations,O&M mobilisation,Vendor_4,One-off,Development / Construction,USD,4.07,253.69,0.0102,1.6,Partially,,No,No,Yes
COST_SOL_006,Desert Pearl,Solar PV,UAE,Operating,400,0,0,Low-cost utility solar,COST_SOL_006-C017,Corporate/platform overhead,Overhead,Corporate/platform overhead,Vendor_5,One-off,Development / Construction,USD,6.75,253.69,0.0169,2.66,Yes,,No,No,Yes
COST_SOLB_007,Emirates Flex Solar,Solar PV + BESS,UAE,Construction,300,120,240,Mid-cost solar+BESS,COST_SOLB_007-C001,Development & permitting,EPC,Development & permitting,Vendor_8,One-off,Development / Construction,USD,8.42,287.61,0.0281,2.93,Partially,,No,No,Yes
COST_SOLB_007,Emirates Flex Solar,Solar PV + BESS,UAE,Construction,300,120,240,Mid-cost solar+BESS,COST_SOLB_007-C002,Land,EPC,Land,Vendor_9,One-off,Development / Construction,USD,7.43,287.61,0.0248,2.58,Partially,,No,No,Yes
COST_SOLB_007,Emirates Flex Solar,Solar PV + BESS,UAE,Construction,300,120,240,Mid-cost solar+BESS,COST_SOLB_007-C003,PV modules,EPC,PV modules,Vendor_1,One-off,Development / Construction,USD,79.86,287.61,0.2662,27.77,Partially,,No,No,Yes
COST_SOLB_007,Emirates Flex Solar,Solar PV + BESS,UAE,Construction,300,120,240,Mid-cost solar+BESS,COST_SOLB_007-C004,Inverters,EPC,Inverters,Vendor_2,One-off,Development / Construction,USD,19.72,287.61,0.0657,6.86,Partially,,No,No,Yes
COST_SOLB_007,Emirates Flex Solar,Solar PV + BESS,UAE,Construction,300,120,240,Mid-cost solar+BESS,COST_SOLB_007-C005,Balance of plant,EPC,Balance of plant,Vendor_3,One-off,Development / Construction,USD,41.04,287.61,0.1368,14.27,Partially,,No,No,Yes
COST_SOLB_007,Emirates Flex Solar,Solar PV + BESS,UAE,Construction,300,120,240,Mid-cost solar+BESS,COST_SOLB_007-C006,BESS equipment,BESS,BESS equipment,Vendor_4,One-off,Development / Construction,USD,57.6,287.61,0.192,20.03,Partially,,No,No,Yes
COST_SOLB_007,Emirates Flex Solar,Solar PV + BESS,UAE,Construction,300,120,240,Mid-cost solar+BESS,COST_SOLB_007-C007,Grid interconnection,Grid,Grid interconnection,Vendor_5,One-off,Development / Construction,USD,20.66,287.61,0.0689,7.18,Partially,,No,No,Yes
COST_SOLB_007,Emirates Flex Solar,Solar PV + BESS,UAE,Construction,300,120,240,Mid-cost solar+BESS,COST_SOLB_007-C008,Civil works,EPC,Civil works,Vendor_6,One-off,Development / Construction,USD,15.01,287.61,0.05,5.22,Partially,,No,No,Yes
COST_SOLB_007,Emirates Flex Solar,Solar PV + BESS,UAE,Construction,300,120,240,Mid-cost solar+BESS,COST_SOLB_007-C009,Owner's engineer,Advisory,Owner's engineer,Vendor_7,One-off,Development / Construction,USD,3.09,287.61,0.0103,1.07,Yes,,No,No,Yes
COST_SOLB_007,Emirates Flex Solar,Solar PV + BESS,UAE,Construction,300,120,240,Mid-cost solar+BESS,COST_SOLB_007-C010,Technical advisory,Advisory,Technical advisory,Vendor_8,One-off,Development / Construction,USD,1.73,287.61,0.0058,0.6,Yes,,No,No,Yes
COST_SOLB_007,Emirates Flex Solar,Solar PV + BESS,UAE,Construction,300,120,240,Mid-cost solar+BESS,COST_SOLB_007-C011,Construction insurance,Insurance,Construction insurance,Vendor_9,One-off,Development / Construction,USD,3.44,287.61,0.0115,1.2,Partially,,No,No,Yes
COST_SOLB_007,Emirates Flex Solar,Solar PV + BESS,UAE,Construction,300,120,240,Mid-cost solar+BESS,COST_SOLB_007-C012,Legal due diligence,Advisory,Legal due diligence,Vendor_1,One-off,Development / Construction,USD,1.45,287.61,0.0048,0.5,Yes,,No,No,Yes
COST_SOLB_007,Emirates Flex Solar,Solar PV + BESS,UAE,Construction,300,120,240,Mid-cost solar+BESS,COST_SOLB_007-C013,Transaction legal advisory,Advisory,Transaction legal advisory,Vendor_2,One-off,Development / Construction,USD,1.26,287.61,0.0042,0.44,Yes,,No,No,Yes
COST_SOLB_007,Emirates Flex Solar,Solar PV + BESS,UAE,Construction,300,120,240,Mid-cost solar+BESS,COST_SOLB_007-C014,Financing fees,Financing,Financing fees,Vendor_3,One-off,Development / Construction,USD,5.18,287.61,0.0173,1.8,Yes,,No,No,Yes
COST_SOLB_007,Emirates Flex Solar,Solar PV + BESS,UAE,Construction,300,120,240,Mid-cost solar+BESS,COST_SOLB_007-C015,EPC contingency,Contingency,EPC contingency,Vendor_4,One-off,Development / Construction,USD,12.21,287.61,0.0407,4.25,Yes,,No,No,Yes
COST_SOLB_007,Emirates Flex Solar,Solar PV + BESS,UAE,Construction,300,120,240,Mid-cost solar+BESS,COST_SOLB_007-C016,O&M mobilisation,Operations,O&M mobilisation,Vendor_5,One-off,Development / Construction,USD,3.45,287.61,0.0115,1.2,Partially,,No,No,Yes
COST_SOLB_007,Emirates Flex Solar,Solar PV + BESS,UAE,Construction,300,120,240,Mid-cost solar+BESS,COST_SOLB_007-C017,Corporate/platform overhead,Overhead,Corporate/platform overhead,Vendor_6,One-off,Development / Construction,USD,6.06,287.61,0.0202,2.11,Yes,,No,No,Yes
COST_SOL_008,Nile Sun I,Solar PV,Egypt,Operating,200,0,0,Low-cost utility solar,COST_SOL_008-C001,Development & permitting,EPC,Development & permitting,Vendor_9,One-off,Development / Construction,USD,5.13,134.25,0.0256,3.82,Partially,,No,No,Yes
COST_SOL_008,Nile Sun I,Solar PV,Egypt,Operating,200,0,0,Low-cost utility solar,COST_SOL_008-C002,Land,EPC,Land,Vendor_1,One-off,Development / Construction,USD,4.42,134.25,0.0221,3.29,Partially,,No,No,Yes
COST_SOL_008,Nile Sun I,Solar PV,Egypt,Operating,200,0,0,Low-cost utility solar,COST_SOL_008-C003,PV modules,EPC,PV modules,Vendor_2,One-off,Development / Construction,USD,48.26,134.25,0.2413,35.95,Partially,,No,No,Yes
COST_SOL_008,Nile Sun I,Solar PV,Egypt,Operating,200,0,0,Low-cost utility solar,COST_SOL_008-C004,Inverters,EPC,Inverters,Vendor_3,One-off,Development / Construction,USD,11.17,134.25,0.0558,8.32,Partially,,No,No,Yes
COST_SOL_008,Nile Sun I,Solar PV,Egypt,Operating,200,0,0,Low-cost utility solar,COST_SOL_008-C005,Balance of plant,EPC,Balance of plant,Vendor_4,One-off,Development / Construction,USD,21.9,134.25,0.1095,16.31,Partially,,No,No,Yes
COST_SOL_008,Nile Sun I,Solar PV,Egypt,Operating,200,0,0,Low-cost utility solar,COST_SOL_008-C006,BESS equipment,BESS,BESS equipment,Vendor_5,One-off,Development / Construction,USD,0.0,134.25,0.0,0.0,Partially,,No,No,Yes
COST_SOL_008,Nile Sun I,Solar PV,Egypt,Operating,200,0,0,Low-cost utility solar,COST_SOL_008-C007,Grid interconnection,Grid,Grid interconnection,Vendor_6,One-off,Development / Construction,USD,12.76,134.25,0.0638,9.5,Partially,,No,No,Yes
COST_SOL_008,Nile Sun I,Solar PV,Egypt,Operating,200,0,0,Low-cost utility solar,COST_SOL_008-C008,Civil works,EPC,Civil works,Vendor_7,One-off,Development / Construction,USD,8.15,134.25,0.0408,6.07,Partially,,No,No,Yes
COST_SOL_008,Nile Sun I,Solar PV,Egypt,Operating,200,0,0,Low-cost utility solar,COST_SOL_008-C009,Owner's engineer,Advisory,Owner's engineer,Vendor_8,One-off,Development / Construction,USD,1.77,134.25,0.0089,1.32,Yes,,No,No,Yes
COST_SOL_008,Nile Sun I,Solar PV,Egypt,Operating,200,0,0,Low-cost utility solar,COST_SOL_008-C010,Technical advisory,Advisory,Technical advisory,Vendor_9,One-off,Development / Construction,USD,1.02,134.25,0.0051,0.76,Yes,,No,No,Yes
COST_SOL_008,Nile Sun I,Solar PV,Egypt,Operating,200,0,0,Low-cost utility solar,COST_SOL_008-C011,Construction insurance,Insurance,Construction insurance,Vendor_1,One-off,Development / Construction,USD,2.16,134.25,0.0108,1.61,Partially,,No,No,Yes
COST_SOL_008,Nile Sun I,Solar PV,Egypt,Operating,200,0,0,Low-cost utility solar,COST_SOL_008-C012,Legal due diligence,Advisory,Legal due diligence,Vendor_2,One-off,Development / Construction,USD,0.83,134.25,0.0042,0.62,Yes,,No,No,Yes
COST_SOL_008,Nile Sun I,Solar PV,Egypt,Operating,200,0,0,Low-cost utility solar,COST_SOL_008-C013,Transaction legal advisory,Advisory,Transaction legal advisory,Vendor_3,One-off,Development / Construction,USD,0.7,134.25,0.0035,0.52,Yes,,No,No,Yes
COST_SOL_008,Nile Sun I,Solar PV,Egypt,Operating,200,0,0,Low-cost utility solar,COST_SOL_008-C014,Financing fees,Financing,Financing fees,Vendor_4,One-off,Development / Construction,USD,2.8,134.25,0.014,2.09,Yes,,No,No,Yes
COST_SOL_008,Nile Sun I,Solar PV,Egypt,Operating,200,0,0,Low-cost utility solar,COST_SOL_008-C015,EPC contingency,Contingency,EPC contingency,Vendor_5,One-off,Development / Construction,USD,7.55,134.25,0.0377,5.62,Yes,,No,No,Yes
COST_SOL_008,Nile Sun I,Solar PV,Egypt,Operating,200,0,0,Low-cost utility solar,COST_SOL_008-C016,O&M mobilisation,Operations,O&M mobilisation,Vendor_6,One-off,Development / Construction,USD,2.24,134.25,0.0112,1.67,Partially,,No,No,Yes
COST_SOL_008,Nile Sun I,Solar PV,Egypt,Operating,200,0,0,Low-cost utility solar,COST_SOL_008-C017,Corporate/platform overhead,Overhead,Corporate/platform overhead,Vendor_7,One-off,Development / Construction,USD,3.39,134.25,0.0169,2.53,Yes,,No,No,Yes
COST_SOLB_009,Nile Grid Support,Solar PV + BESS,Egypt,Development,220,80,160,High-cost solar+BESS,COST_SOLB_009-C001,Development & permitting,EPC,Development & permitting,Vendor_1,One-off,Development / Construction,USD,7.01,238.88,0.0319,2.93,Partially,,No,No,Yes
COST_SOLB_009,Nile Grid Support,Solar PV + BESS,Egypt,Development,220,80,160,High-cost solar+BESS,COST_SOLB_009-C002,Land,EPC,Land,Vendor_2,One-off,Development / Construction,USD,6.16,238.88,0.028,2.58,Partially,,No,No,Yes
COST_SOLB_009,Nile Grid Support,Solar PV + BESS,Egypt,Development,220,80,160,High-cost solar+BESS,COST_SOLB_009-C003,PV modules,EPC,PV modules,Vendor_3,One-off,Development / Construction,USD,70.57,238.88,0.3208,29.54,Partially,,No,No,Yes
COST_SOLB_009,Nile Grid Support,Solar PV + BESS,Egypt,Development,220,80,160,High-cost solar+BESS,COST_SOLB_009-C004,Inverters,EPC,Inverters,Vendor_4,One-off,Development / Construction,USD,16.5,238.88,0.075,6.91,Partially,,No,No,Yes
COST_SOLB_009,Nile Grid Support,Solar PV + BESS,Egypt,Development,220,80,160,High-cost solar+BESS,COST_SOLB_009-C005,Balance of plant,EPC,Balance of plant,Vendor_5,One-off,Development / Construction,USD,33.92,238.88,0.1542,14.2,Partially,,No,No,Yes
COST_SOLB_009,Nile Grid Support,Solar PV + BESS,Egypt,Development,220,80,160,High-cost solar+BESS,COST_SOLB_009-C006,BESS equipment,BESS,BESS equipment,Vendor_6,One-off,Development / Construction,USD,38.4,238.88,0.1745,16.08,Partially,,No,No,Yes
COST_SOLB_009,Nile Grid Support,Solar PV + BESS,Egypt,Development,220,80,160,High-cost solar+BESS,COST_SOLB_009-C007,Grid interconnection,Grid,Grid interconnection,Vendor_7,One-off,Development / Construction,USD,18.58,238.88,0.0845,7.78,Partially,,No,No,Yes
COST_SOLB_009,Nile Grid Support,Solar PV + BESS,Egypt,Development,220,80,160,High-cost solar+BESS,COST_SOLB_009-C008,Civil works,EPC,Civil works,Vendor_8,One-off,Development / Construction,USD,11.89,238.88,0.054,4.98,Partially,,No,No,Yes
COST_SOLB_009,Nile Grid Support,Solar PV + BESS,Egypt,Development,220,80,160,High-cost solar+BESS,COST_SOLB_009-C009,Owner's engineer,Advisory,Owner's engineer,Vendor_9,One-off,Development / Construction,USD,2.45,238.88,0.0111,1.03,Yes,,No,No,Yes
COST_SOLB_009,Nile Grid Support,Solar PV + BESS,Egypt,Development,220,80,160,High-cost solar+BESS,COST_SOLB_009-C010,Technical advisory,Advisory,Technical advisory,Vendor_1,One-off,Development / Construction,USD,1.62,238.88,0.0074,0.68,Yes,,No,No,Yes
COST_SOLB_009,Nile Grid Support,Solar PV + BESS,Egypt,Development,220,80,160,High-cost solar+BESS,COST_SOLB_009-C011,Construction insurance,Insurance,Construction insurance,Vendor_2,One-off,Development / Construction,USD,3.13,238.88,0.0142,1.31,Partially,,No,No,Yes
COST_SOLB_009,Nile Grid Support,Solar PV + BESS,Egypt,Development,220,80,160,High-cost solar+BESS,COST_SOLB_009-C012,Legal due diligence,Advisory,Legal due diligence,Vendor_3,One-off,Development / Construction,USD,1.36,238.88,0.0062,0.57,Yes,,No,No,Yes
COST_SOLB_009,Nile Grid Support,Solar PV + BESS,Egypt,Development,220,80,160,High-cost solar+BESS,COST_SOLB_009-C013,Transaction legal advisory,Advisory,Transaction legal advisory,Vendor_4,One-off,Development / Construction,USD,1.04,238.88,0.0047,0.44,Yes,,No,No,Yes
COST_SOLB_009,Nile Grid Support,Solar PV + BESS,Egypt,Development,220,80,160,High-cost solar+BESS,COST_SOLB_009-C014,Financing fees,Financing,Financing fees,Vendor_5,One-off,Development / Construction,USD,3.82,238.88,0.0174,1.6,Yes,,No,No,Yes
COST_SOLB_009,Nile Grid Support,Solar PV + BESS,Egypt,Development,220,80,160,High-cost solar+BESS,COST_SOLB_009-C015,EPC contingency,Contingency,EPC contingency,Vendor_6,One-off,Development / Construction,USD,12.61,238.88,0.0573,5.28,Yes,,No,No,Yes
COST_SOLB_009,Nile Grid Support,Solar PV + BESS,Egypt,Development,220,80,160,High-cost solar+BESS,COST_SOLB_009-C016,O&M mobilisation,Operations,O&M mobilisation,Vendor_7,One-off,Development / Construction,USD,2.88,238.88,0.0131,1.21,Partially,,No,No,Yes
COST_SOLB_009,Nile Grid Support,Solar PV + BESS,Egypt,Development,220,80,160,High-cost solar+BESS,COST_SOLB_009-C017,Corporate/platform overhead,Overhead,Corporate/platform overhead,Vendor_8,One-off,Development / Construction,USD,6.94,238.88,0.0315,2.91,Yes,,No,No,Yes
COST_SOL_010,Kalahari Sun,Solar PV,South Africa,Operating,180,0,0,Mid-cost utility solar,COST_SOL_010-C001,Development & permitting,EPC,Development & permitting,Vendor_2,One-off,Development / Construction,USD,5.26,136.63,0.0292,3.85,Partially,,No,No,Yes
COST_SOL_010,Kalahari Sun,Solar PV,South Africa,Operating,180,0,0,Mid-cost utility solar,COST_SOL_010-C002,Land,EPC,Land,Vendor_3,One-off,Development / Construction,USD,4.83,136.63,0.0268,3.54,Partially,,No,No,Yes
COST_SOL_010,Kalahari Sun,Solar PV,South Africa,Operating,180,0,0,Mid-cost utility solar,COST_SOL_010-C003,PV modules,EPC,PV modules,Vendor_4,One-off,Development / Construction,USD,45.38,136.63,0.2521,33.21,Partially,,No,No,Yes
COST_SOL_010,Kalahari Sun,Solar PV,South Africa,Operating,180,0,0,Mid-cost utility solar,COST_SOL_010-C004,Inverters,EPC,Inverters,Vendor_5,One-off,Development / Construction,USD,10.24,136.63,0.0569,7.49,Partially,,No,No,Yes
COST_SOL_010,Kalahari Sun,Solar PV,South Africa,Operating,180,0,0,Mid-cost utility solar,COST_SOL_010-C005,Balance of plant,EPC,Balance of plant,Vendor_6,One-off,Development / Construction,USD,26.29,136.63,0.1461,19.24,Partially,,No,No,Yes
COST_SOL_010,Kalahari Sun,Solar PV,South Africa,Operating,180,0,0,Mid-cost utility solar,COST_SOL_010-C006,BESS equipment,BESS,BESS equipment,Vendor_7,One-off,Development / Construction,USD,0.0,136.63,0.0,0.0,Partially,,No,No,Yes
COST_SOL_010,Kalahari Sun,Solar PV,South Africa,Operating,180,0,0,Mid-cost utility solar,COST_SOL_010-C007,Grid interconnection,Grid,Grid interconnection,Vendor_8,One-off,Development / Construction,USD,13.77,136.63,0.0765,10.08,Partially,,No,No,Yes
COST_SOL_010,Kalahari Sun,Solar PV,South Africa,Operating,180,0,0,Mid-cost utility solar,COST_SOL_010-C008,Civil works,EPC,Civil works,Vendor_9,One-off,Development / Construction,USD,7.71,136.63,0.0428,5.64,Partially,,No,No,Yes
COST_SOL_010,Kalahari Sun,Solar PV,South Africa,Operating,180,0,0,Mid-cost utility solar,COST_SOL_010-C009,Owner's engineer,Advisory,Owner's engineer,Vendor_1,One-off,Development / Construction,USD,1.83,136.63,0.0102,1.34,Yes,,No,No,Yes
COST_SOL_010,Kalahari Sun,Solar PV,South Africa,Operating,180,0,0,Mid-cost utility solar,COST_SOL_010-C010,Technical advisory,Advisory,Technical advisory,Vendor_2,One-off,Development / Construction,USD,1.03,136.63,0.0057,0.75,Yes,,No,No,Yes
COST_SOL_010,Kalahari Sun,Solar PV,South Africa,Operating,180,0,0,Mid-cost utility solar,COST_SOL_010-C011,Construction insurance,Insurance,Construction insurance,Vendor_3,One-off,Development / Construction,USD,2.3,136.63,0.0128,1.68,Partially,,No,No,Yes
COST_SOL_010,Kalahari Sun,Solar PV,South Africa,Operating,180,0,0,Mid-cost utility solar,COST_SOL_010-C012,Legal due diligence,Advisory,Legal due diligence,Vendor_4,One-off,Development / Construction,USD,0.96,136.63,0.0053,0.7,Yes,,No,No,Yes
COST_SOL_010,Kalahari Sun,Solar PV,South Africa,Operating,180,0,0,Mid-cost utility solar,COST_SOL_010-C013,Transaction legal advisory,Advisory,Transaction legal advisory,Vendor_5,One-off,Development / Construction,USD,0.69,136.63,0.0038,0.51,Yes,,No,No,Yes
COST_SOL_010,Kalahari Sun,Solar PV,South Africa,Operating,180,0,0,Mid-cost utility solar,COST_SOL_010-C014,Financing fees,Financing,Financing fees,Vendor_6,One-off,Development / Construction,USD,2.93,136.63,0.0163,2.14,Yes,,No,No,Yes
COST_SOL_010,Kalahari Sun,Solar PV,South Africa,Operating,180,0,0,Mid-cost utility solar,COST_SOL_010-C015,EPC contingency,Contingency,EPC contingency,Vendor_7,One-off,Development / Construction,USD,7.4,136.63,0.0411,5.42,Yes,,No,No,Yes
COST_SOL_010,Kalahari Sun,Solar PV,South Africa,Operating,180,0,0,Mid-cost utility solar,COST_SOL_010-C016,O&M mobilisation,Operations,O&M mobilisation,Vendor_8,One-off,Development / Construction,USD,2.12,136.63,0.0118,1.55,Partially,,No,No,Yes
COST_SOL_010,Kalahari Sun,Solar PV,South Africa,Operating,180,0,0,Mid-cost utility solar,COST_SOL_010-C017,Corporate/platform overhead,Overhead,Corporate/platform overhead,Vendor_9,One-off,Development / Construction,USD,3.89,136.63,0.0216,2.85,Yes,,No,No,Yes
COST_SOLB_011,Cape Flex,Solar PV + BESS,South Africa,Construction,160,60,120,High-cost solar+BESS,COST_SOLB_011-C001,Development & permitting,EPC,Development & permitting,Vendor_3,One-off,Development / Construction,USD,5.03,170.9,0.0314,2.94,Partially,,No,No,Yes
COST_SOLB_011,Cape Flex,Solar PV + BESS,South Africa,Construction,160,60,120,High-cost solar+BESS,COST_SOLB_011-C002,Land,EPC,Land,Vendor_4,One-off,Development / Construction,USD,4.5,170.9,0.0281,2.63,Partially,,No,No,Yes
COST_SOLB_011,Cape Flex,Solar PV + BESS,South Africa,Construction,160,60,120,High-cost solar+BESS,COST_SOLB_011-C003,PV modules,EPC,PV modules,Vendor_5,One-off,Development / Construction,USD,48.45,170.9,0.3028,28.35,Partially,,No,No,Yes
COST_SOLB_011,Cape Flex,Solar PV + BESS,South Africa,Construction,160,60,120,High-cost solar+BESS,COST_SOLB_011-C004,Inverters,EPC,Inverters,Vendor_6,One-off,Development / Construction,USD,11.74,170.9,0.0734,6.87,Partially,,No,No,Yes
COST_SOLB_011,Cape Flex,Solar PV + BESS,South Africa,Construction,160,60,120,High-cost solar+BESS,COST_SOLB_011-C005,Balance of plant,EPC,Balance of plant,Vendor_7,One-off,Development / Construction,USD,24.27,170.9,0.1517,14.2,Partially,,No,No,Yes
COST_SOLB_011,Cape Flex,Solar PV + BESS,South Africa,Construction,160,60,120,High-cost solar+BESS,COST_SOLB_011-C006,BESS equipment,BESS,BESS equipment,Vendor_8,One-off,Development / Construction,USD,28.8,170.9,0.18,16.85,Partially,,No,No,Yes
COST_SOLB_011,Cape Flex,Solar PV + BESS,South Africa,Construction,160,60,120,High-cost solar+BESS,COST_SOLB_011-C007,Grid interconnection,Grid,Grid interconnection,Vendor_9,One-off,Development / Construction,USD,12.82,170.9,0.0801,7.5,Partially,,No,No,Yes
COST_SOLB_011,Cape Flex,Solar PV + BESS,South Africa,Construction,160,60,120,High-cost solar+BESS,COST_SOLB_011-C008,Civil works,EPC,Civil works,Vendor_1,One-off,Development / Construction,USD,9.17,170.9,0.0573,5.37,Partially,,No,No,Yes
COST_SOLB_011,Cape Flex,Solar PV + BESS,South Africa,Construction,160,60,120,High-cost solar+BESS,COST_SOLB_011-C009,Owner's engineer,Advisory,Owner's engineer,Vendor_2,One-off,Development / Construction,USD,1.93,170.9,0.0121,1.13,Yes,,No,No,Yes
COST_SOLB_011,Cape Flex,Solar PV + BESS,South Africa,Construction,160,60,120,High-cost solar+BESS,COST_SOLB_011-C010,Technical advisory,Advisory,Technical advisory,Vendor_3,One-off,Development / Construction,USD,1.12,170.9,0.007,0.66,Yes,,No,No,Yes
COST_SOLB_011,Cape Flex,Solar PV + BESS,South Africa,Construction,160,60,120,High-cost solar+BESS,COST_SOLB_011-C011,Construction insurance,Insurance,Construction insurance,Vendor_4,One-off,Development / Construction,USD,2.27,170.9,0.0142,1.33,Partially,,No,No,Yes
COST_SOLB_011,Cape Flex,Solar PV + BESS,South Africa,Construction,160,60,120,High-cost solar+BESS,COST_SOLB_011-C012,Legal due diligence,Advisory,Legal due diligence,Vendor_5,One-off,Development / Construction,USD,0.89,170.9,0.0056,0.52,Yes,,No,No,Yes
COST_SOLB_011,Cape Flex,Solar PV + BESS,South Africa,Construction,160,60,120,High-cost solar+BESS,COST_SOLB_011-C013,Transaction legal advisory,Advisory,Transaction legal advisory,Vendor_6,One-off,Development / Construction,USD,0.72,170.9,0.0045,0.42,Yes,,No,No,Yes
COST_SOLB_011,Cape Flex,Solar PV + BESS,South Africa,Construction,160,60,120,High-cost solar+BESS,COST_SOLB_011-C014,Financing fees,Financing,Financing fees,Vendor_7,One-off,Development / Construction,USD,2.94,170.9,0.0184,1.72,Yes,,No,No,Yes
COST_SOLB_011,Cape Flex,Solar PV + BESS,South Africa,Construction,160,60,120,High-cost solar+BESS,COST_SOLB_011-C015,EPC contingency,Contingency,EPC contingency,Vendor_8,One-off,Development / Construction,USD,9.57,170.9,0.0598,5.6,Yes,,No,No,Yes
COST_SOLB_011,Cape Flex,Solar PV + BESS,South Africa,Construction,160,60,120,High-cost solar+BESS,COST_SOLB_011-C016,O&M mobilisation,Operations,O&M mobilisation,Vendor_9,One-off,Development / Construction,USD,2.17,170.9,0.0136,1.27,Partially,,No,No,Yes
COST_SOLB_011,Cape Flex,Solar PV + BESS,South Africa,Construction,160,60,120,High-cost solar+BESS,COST_SOLB_011-C017,Corporate/platform overhead,Overhead,Corporate/platform overhead,Vendor_1,One-off,Development / Construction,USD,4.51,170.9,0.0282,2.64,Yes,,No,No,Yes
COST_SOL_012,Mekong Solar,Solar PV,Vietnam,Operating,240,0,0,Mid-cost utility solar,COST_SOL_012-C001,Development & permitting,EPC,Development & permitting,Vendor_4,One-off,Development / Construction,USD,6.16,180.07,0.0257,3.42,Partially,,No,No,Yes
COST_SOL_012,Mekong Solar,Solar PV,Vietnam,Operating,240,0,0,Mid-cost utility solar,COST_SOL_012-C002,Land,EPC,Land,Vendor_5,One-off,Development / Construction,USD,6.25,180.07,0.026,3.47,Partially,,No,No,Yes
COST_SOL_012,Mekong Solar,Solar PV,Vietnam,Operating,240,0,0,Mid-cost utility solar,COST_SOL_012-C003,PV modules,EPC,PV modules,Vendor_6,One-off,Development / Construction,USD,59.72,180.07,0.2488,33.16,Partially,,No,No,Yes
COST_SOL_012,Mekong Solar,Solar PV,Vietnam,Operating,240,0,0,Mid-cost utility solar,COST_SOL_012-C004,Inverters,EPC,Inverters,Vendor_7,One-off,Development / Construction,USD,15.64,180.07,0.0652,8.69,Partially,,No,No,Yes
COST_SOL_012,Mekong Solar,Solar PV,Vietnam,Operating,240,0,0,Mid-cost utility solar,COST_SOL_012-C005,Balance of plant,EPC,Balance of plant,Vendor_8,One-off,Development / Construction,USD,34.95,180.07,0.1456,19.41,Partially,,No,No,Yes
COST_SOL_012,Mekong Solar,Solar PV,Vietnam,Operating,240,0,0,Mid-cost utility solar,COST_SOL_012-C006,BESS equipment,BESS,BESS equipment,Vendor_9,One-off,Development / Construction,USD,0.0,180.07,0.0,0.0,Partially,,No,No,Yes
COST_SOL_012,Mekong Solar,Solar PV,Vietnam,Operating,240,0,0,Mid-cost utility solar,COST_SOL_012-C007,Grid interconnection,Grid,Grid interconnection,Vendor_1,One-off,Development / Construction,USD,15.96,180.07,0.0665,8.86,Partially,,No,No,Yes
COST_SOL_012,Mekong Solar,Solar PV,Vietnam,Operating,240,0,0,Mid-cost utility solar,COST_SOL_012-C008,Civil works,EPC,Civil works,Vendor_2,One-off,Development / Construction,USD,10.55,180.07,0.044,5.86,Partially,,No,No,Yes
COST_SOL_012,Mekong Solar,Solar PV,Vietnam,Operating,240,0,0,Mid-cost utility solar,COST_SOL_012-C009,Owner's engineer,Advisory,Owner's engineer,Vendor_3,One-off,Development / Construction,USD,2.51,180.07,0.0105,1.39,Yes,,No,No,Yes
COST_SOL_012,Mekong Solar,Solar PV,Vietnam,Operating,240,0,0,Mid-cost utility solar,COST_SOL_012-C010,Technical advisory,Advisory,Technical advisory,Vendor_4,One-off,Development / Construction,USD,1.4,180.07,0.0058,0.78,Yes,,No,No,Yes
COST_SOL_012,Mekong Solar,Solar PV,Vietnam,Operating,240,0,0,Mid-cost utility solar,COST_SOL_012-C011,Construction insurance,Insurance,Construction insurance,Vendor_5,One-off,Development / Construction,USD,2.76,180.07,0.0115,1.53,Partially,,No,No,Yes
COST_SOL_012,Mekong Solar,Solar PV,Vietnam,Operating,240,0,0,Mid-cost utility solar,COST_SOL_012-C012,Legal due diligence,Advisory,Legal due diligence,Vendor_6,One-off,Development / Construction,USD,1.31,180.07,0.0055,0.73,Yes,,No,No,Yes
COST_SOL_012,Mekong Solar,Solar PV,Vietnam,Operating,240,0,0,Mid-cost utility solar,COST_SOL_012-C013,Transaction legal advisory,Advisory,Transaction legal advisory,Vendor_7,One-off,Development / Construction,USD,0.99,180.07,0.0041,0.55,Yes,,No,No,Yes
